,recipe,amount,unit,ingredient,price,instruction
106,instant-pot-minestrone-soup-recipe,1.0,-1.0,medium bunch kale or chard,48.62999999999999,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 40 minutes* (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Remove the Parmesan rind, and gently stir in the salt. Taste and adjust with more if needed. Stir in the kale, and once it has collapsed stir in the tomatoes. Serve as-is, or topped with chopped olives, and a dusting of cheese. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL."
107,instant-pot-minestrone-soup-recipe,1.25,236.6,crushed tomatoes,48.62999999999999,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 40 minutes* (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Remove the Parmesan rind, and gently stir in the salt. Taste and adjust with more if needed. Stir in the kale, and once it has collapsed stir in the tomatoes. Serve as-is, or topped with chopped olives, and a dusting of cheese. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL."
108,instant-pot-minestrone-soup-recipe,1.0,14.8,fine grain sea salt,48.62999999999999,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 40 minutes* (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Remove the Parmesan rind, and gently stir in the salt. Taste and adjust with more if needed. Stir in the kale, and once it has collapsed stir in the tomatoes. Serve as-is, or topped with chopped olives, and a dusting of cheese. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL."
109,instant-pot-minestrone-soup-recipe,0.0,-1.0,chopped black olives,48.62999999999999,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 40 minutes* (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Remove the Parmesan rind, and gently stir in the salt. Taste and adjust with more if needed. Stir in the kale, and once it has collapsed stir in the tomatoes. Serve as-is, or topped with chopped olives, and a dusting of cheese. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL."
110,coleslaw-recipe,1.5,236.6,unsalted raw peanuts,19.53,"In a skillet or oven (350F) roast the peanuts for 5 to 10 minutes, shaking the pan once or twice along the way, until golden and blistered. Cut the cabbage into two quarters and cut out the core. Using a knife shred each quarter into whisper thin slices. The key here is bite-sized and thin. If any pieces look like they might be awkwardly long, cut those in half. Combine the cabbage, tomatoes, jalapeno (opt), and cilantro in a bowl. In a separate bowl combine the lime juice, olive oil, salt. Taste, and whisk in a teaspoon or two of honey if the lime is too strong for you. Add to the cabbage mixture and gently stir to combine. Just before serving fold in the peanuts (add them too earl and they lose some of their crunch). Taste and adjust the flavor with more salt if needed."
111,coleslaw-recipe,0.5,-1.0,of a medium-large cabbage,19.53,"In a skillet or oven (350F) roast the peanuts for 5 to 10 minutes, shaking the pan once or twice along the way, until golden and blistered. Cut the cabbage into two quarters and cut out the core. Using a knife shred each quarter into whisper thin slices. The key here is bite-sized and thin. If any pieces look like they might be awkwardly long, cut those in half. Combine the cabbage, tomatoes, jalapeno (opt), and cilantro in a bowl. In a separate bowl combine the lime juice, olive oil, salt. Taste, and whisk in a teaspoon or two of honey if the lime is too strong for you. Add to the cabbage mixture and gently stir to combine. Just before serving fold in the peanuts (add them too earl and they lose some of their crunch). Taste and adjust the flavor with more salt if needed."
112,coleslaw-recipe,1.0,-1.0,basket of tiny cherry tomatoes,19.53,"In a skillet or oven (350F) roast the peanuts for 5 to 10 minutes, shaking the pan once or twice along the way, until golden and blistered. Cut the cabbage into two quarters and cut out the core. Using a knife shred each quarter into whisper thin slices. The key here is bite-sized and thin. If any pieces look like they might be awkwardly long, cut those in half. Combine the cabbage, tomatoes, jalapeno (opt), and cilantro in a bowl. In a separate bowl combine the lime juice, olive oil, salt. Taste, and whisk in a teaspoon or two of honey if the lime is too strong for you. Add to the cabbage mixture and gently stir to combine. Just before serving fold in the peanuts (add them too earl and they lose some of their crunch). Taste and adjust the flavor with more salt if needed."
113,coleslaw-recipe,1.0,-1.0,jalapeno chile,19.53,"In a skillet or oven (350F) roast the peanuts for 5 to 10 minutes, shaking the pan once or twice along the way, until golden and blistered. Cut the cabbage into two quarters and cut out the core. Using a knife shred each quarter into whisper thin slices. The key here is bite-sized and thin. If any pieces look like they might be awkwardly long, cut those in half. Combine the cabbage, tomatoes, jalapeno (opt), and cilantro in a bowl. In a separate bowl combine the lime juice, olive oil, salt. Taste, and whisk in a teaspoon or two of honey if the lime is too strong for you. Add to the cabbage mixture and gently stir to combine. Just before serving fold in the peanuts (add them too earl and they lose some of their crunch). Taste and adjust the flavor with more salt if needed."
114,coleslaw-recipe,0.75,236.6,cilantro,19.53,"In a skillet or oven (350F) roast the peanuts for 5 to 10 minutes, shaking the pan once or twice along the way, until golden and blistered. Cut the cabbage into two quarters and cut out the core. Using a knife shred each quarter into whisper thin slices. The key here is bite-sized and thin. If any pieces look like they might be awkwardly long, cut those in half. Combine the cabbage, tomatoes, jalapeno (opt), and cilantro in a bowl. In a separate bowl combine the lime juice, olive oil, salt. Taste, and whisk in a teaspoon or two of honey if the lime is too strong for you. Add to the cabbage mixture and gently stir to combine. Just before serving fold in the peanuts (add them too earl and they lose some of their crunch). Taste and adjust the flavor with more salt if needed."
115,coleslaw-recipe,0.25,236.6,freshly squeezed lime juice,19.53,"In a skillet or oven (350F) roast the peanuts for 5 to 10 minutes, shaking the pan once or twice along the way, until golden and blistered. Cut the cabbage into two quarters and cut out the core. Using a knife shred each quarter into whisper thin slices. The key here is bite-sized and thin. If any pieces look like they might be awkwardly long, cut those in half. Combine the cabbage, tomatoes, jalapeno (opt), and cilantro in a bowl. In a separate bowl combine the lime juice, olive oil, salt. Taste, and whisk in a teaspoon or two of honey if the lime is too strong for you. Add to the cabbage mixture and gently stir to combine. Just before serving fold in the peanuts (add them too earl and they lose some of their crunch). Taste and adjust the flavor with more salt if needed."
